Name	Used	Potential
ELECTRICITY	5457.479069	100000000.000000
GASOLINE	0.000000	100000000.000000
DIESEL	0.000000	100000000.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	100000000.000000
NG	101589.389648	100000000.000000
SLF	0.000000	0.000000
SNG	0.000000	0.000000
WOOD	23434.450000	23434.450000
WET_BIOMASS	38879.090000	38879.090000
COAL	0.000000	0.000000
URANIUM	321976.664858	100000000.000000
WASTE	17828.790000	17828.790000
H2	0.000000	0.000000
ELEC_EXPORT	18827.542411	100000000.000000
CO2_EMISSIONS	17388.611665	100000000.000000
RES_WIND	38075.533783	100000000.000000
RES_SOLAR	49378.477401	100000000.000000
RES_HYDRO	116.758545	100000000.000000
RES_GEO	1423.670000	100000000.000000
CO2_ATM	0.000000	100000000.000000
CO2_INDUSTRY	0.000000	100000000.000000
CO2_CAPTURED	0.000000	100000000.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
