Name	Used	Potential
ELECTRICITY	0.000000	100000000.000000
GASOLINE	0.000000	100000000.000000
DIESEL	0.000000	100000000.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	100000000.000000
NG	0.000000	100000000.000000
SLF	0.000000	0.000000
SNG	0.000000	0.000000
WOOD	322767.390000	322767.390000
WET_BIOMASS	172984.620000	172984.620000
COAL	0.000000	100000000.000000
URANIUM	0.000000	100000000.000000
WASTE	57777.840000	57777.840000
H2	0.000000	0.000000
ELEC_EXPORT	121.926426	100000000.000000
CO2_EMISSIONS	119010.052515	100000000.000000
RES_WIND	932759.445989	100000000.000000
RES_SOLAR	6378.040029	100000000.000000
RES_HYDRO	48643.310035	100000000.000000
RES_GEO	4364.547360	100000000.000000
CO2_ATM	0.000000	100000000.000000
CO2_INDUSTRY	0.000000	100000000.000000
CO2_CAPTURED	0.000000	100000000.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
