Name	Used	Potential
ELECTRICITY	0.000000	100000000.000000
GASOLINE	0.000000	100000000.000000
DIESEL	0.000000	100000000.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	100000000.000000
NG	0.000000	100000000.000000
SLF	0.000000	0.000000
SNG	0.000000	0.000000
WOOD	2833.430066	11999.834000
WET_BIOMASS	26737.370000	26737.370000
COAL	0.000000	100000000.000000
URANIUM	0.000000	100000000.000000
WASTE	9927.368000	9927.368000
H2	0.000000	0.000000
ELEC_EXPORT	5398.556248	100000000.000000
CO2_EMISSIONS	8420.376778	100000000.000000
RES_WIND	85445.616181	100000000.000000
RES_SOLAR	69058.283502	100000000.000000
RES_HYDRO	8519.835822	100000000.000000
RES_GEO	0.000000	100000000.000000
CO2_ATM	0.000000	100000000.000000
CO2_INDUSTRY	0.000000	100000000.000000
CO2_CAPTURED	0.000000	100000000.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
